"OTU","Kingdom","Phylum","Class","Order","Family","Genus","Species","Taxon","Taxon.Level","Trophic.Mode","Guild","Confidence.Ranking","Growth.Morphology","Trait","Notes","Citation.Source"
"OTU1434","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales",NA,NA,NA,"-","-","-","-","-","-","-","Unassigned","-"
"OTU1507","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA,"-","-","-","-","-","-","-","Unassigned","-"
"OTU1821","Fungi","Chytridiomycota",NA,NA,NA,NA,NA,"-","-","-","-","-","-","-","Unassigned","-"
"OTU2195","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA,"-","-","-","-","-","-","-","Unassigned","-"
"OTU2289","Fungi",NA,NA,NA,NA,NA,NA,"-","-","-","-","-","-","-","Unassigned","-"
"OTU2457","Fungi","Ascomycota","Sordariomycetes","Sordariales",NA,NA,NA,"-","-","-","-","-","-","-","Unassigned","-"
"OTU2758","Fungi","Mucoromycota","Endogonomycetes","Endogonales",NA,NA,NA,"-","-","-","-","-","-","-","Unassigned","-"
"OTU1521","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA,"Hypocreales","7","Saprotroph","Undefined Saprotroph","Possible","Microfungus","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158"
"OTU1734","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA,"Agaricales","7","Pathotroph-Saprotroph-Symbiotroph","Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph","Possible","Agaricoid-Gasteroid-Microfungus-Secotioid-Yeast","NULL","Mushrooms and toadstools, Gill fungi, Agarics... lignicolous, sometimes muscicolous or fungicolous, saprobic, mycorrhizal, rarely parasitic on plants or fungi (Kirk et al. 2008)","Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford"
"OTU1815","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA,"Hypocreales","7","Saprotroph","Undefined Saprotroph","Possible","Microfungus","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158"
"OTU1857","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae",NA,NA,"Tricholomataceae","9","Pathotroph-Symbiotroph","Ectomycorrhizal-Fungal Parasite","Probable","Agaricoid","NULL","Tricholoma species are ectomycorrhizal, occurring in coniferous and broadleaved forests (Cannon & Kirk 2007); T. sclerotoideum is parasitic on Helvella spp.","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge"
"OTU1976","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum","Geastrum triplex","Geastrum triplex","20","Saprotroph","Undefined Saprotroph","Probable","Gasteroid","NULL","Common name - earthstar","Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127"
"OTU2611","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma heimaeyensis","Tremellales","7","Pathotroph-Saprotroph-Symbiotroph","Fungal Parasite-Undefined Saprotroph","Possible","Tremelloid-Yeast","NULL","The order contains both teleomorphic and anamorphic species, most of the latter being yeasts","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158"
"OTU1449","Viridiplantae","Chlorophyta","Chlorophyceae","Chlamydomonadales",NA,NA,NA,"-","-","-","-","-","-","-","Unassigned","-"
"OTU1597","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA,"-","-","-","-","-","-","-","Unassigned","-"
"OTU1619","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA,"-","-","-","-","-","-","-","Unassigned","-"
"OTU1441","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus",NA,"Claroideoglomus","13","Symbiotroph","Arbuscular Mycorrhizal","Highly Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:1256688"
"OTU1494","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora",NA,"Podospora","13","Saprotroph-Symbiotroph","Dung Saprotroph-Endophyte-Litter Saprotroph-Undefined Saprotroph","Possible","Microfungus","NULL","Endophyte detection method-culture (David et al. 2016)","Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington; Tedersoo L, et al. 2014. Science 346:1256688; David AS, et al. 2016. Microbial Ecology 71:912-926; Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 (as litter saprotroph)"
"OTU1830","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma",NA,"Hypocreales","7","Saprotroph","Undefined Saprotroph","Possible","Microfungus","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158"
"OTU1988","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA,"Hypocreales","7","Saprotroph","Undefined Saprotroph","Possible","Microfungus","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158"
"OTU2930","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA,"Saccharomycetales","7","Saprotroph","Undefined Saprotroph","Possible","Yeast","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158"
"OTU2178","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,"-","-","-","-","-","-","-","Unassigned","-"
"OTU1604","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Arthrobotrys","Arthrobotrys amerospora","Arthrobotrys","13","Saprotroph","Undefined Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:1256688"
"OTU1676","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Cunninghamellaceae","Absidia",NA,"Mucorales","7","Saprotroph","Undefined Saprotroph","Possible","Microfungus","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158"
"OTU1711","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA,"Agaricales","7","Pathotroph-Saprotroph-Symbiotroph","Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph","Possible","Agaricoid-Gasteroid-Microfungus-Secotioid-Yeast","NULL","Mushrooms and toadstools, Gill fungi, Agarics... lignicolous, sometimes muscicolous or fungicolous, saprobic, mycorrhizal, rarely parasitic on plants or fungi (Kirk et al. 2008)","Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford"
"OTU1648","Fungi","Rozellomycota",NA,NA,NA,NA,NA,"-","-","-","-","-","-","-","Unassigned","-"
"OTU1669","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Dipodascaceae","Geotrichum",NA,"Saccharomycetales","7","Saprotroph","Undefined Saprotroph","Possible","Yeast","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158"
"OTU1689","Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Venturia","Venturia hystrioides","Venturia","13","Pathotroph","Plant Pathogen","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688)"
"OTU1795","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA,"Glomeraceae","9","Symbiotroph","Arbuscular Mycorrhizal","Highly Probable","NULL","NULL","NULL","Redecker D, et al. 2013. Mycorrhiza 23:515-531"
"OTU1626","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA,"Mortierellaceae","9","Saprotroph-Symbiotroph","Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph","Possible","Microfungus","NULL","Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Purahong W, et al. 2016. Molecular Ecology 25:4059-4074"
"OTU1827","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus",NA,"Claroideoglomus","13","Symbiotroph","Arbuscular Mycorrhizal","Highly Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:1256688"
"OTU1741","Fungi","Ascomycota",NA,NA,NA,NA,NA,"-","-","-","-","-","-","-","Unassigned","-"
"OTU1800","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,"-","-","-","-","-","-","-","Unassigned","-"
"OTU1927","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,"-","-","-","-","-","-","-","Unassigned","-"
"OTU1955","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA,"-","-","-","-","-","-","-","Unassigned","-"
"OTU1401","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma",NA,"Entoloma","13","Pathotroph-Saprotroph-Symbiotroph","Ectomycorrhizal-Fungal Parasite-Soil Saprotroph-Undefined Saprotroph","Possible","Agaricoid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 (ECM/(not ECM); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 (sensu stricto); http://mycorrhizas.info/ecmf.html (ECM/(not ECM)"
"OTU1901","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA,"Hypocreales","7","Saprotroph","Undefined Saprotroph","Possible","Microfungus","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158"
"OTU2045","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA,"Saccharomycetales","7","Saprotroph","Undefined Saprotroph","Possible","Yeast","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158"
"OTU1564","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA,"-","-","-","-","-","-","-","Unassigned","-"
"OTU1584","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA,"-","-","-","-","-","-","-","Unassigned","-"
"OTU1629","Fungi","Rozellomycota",NA,NA,NA,NA,NA,"-","-","-","-","-","-","-","Unassigned","-"
"OTU2251","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA,"-","-","-","-","-","-","-","Unassigned","-"
"OTU1612","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Magnaporthaceae","Magnaporthiopsis","Magnaporthiopsis maydis","Magnaporthaceae","9","Pathotroph","Plant Pathogen","Probable","Microfungus","NULL","Species in this family cause rice blast and take-all; Usually necrotrophic on roots (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge"
"OTU1642","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae",NA,NA,"Ceratobasidiaceae","9","Pathotroph-Saprotroph-Symbiotroph","Endomycorrhizal-Plant Pathogen-Undefined Saprotroph","Possible","Microfungus","NULL","Best known as plant pathogens, but also saprobic. Species are endomycorrhizal with a wide range of plant roots - especially of Orchidaceae but also even bryophytes (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge"
"OTU2791","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Malbranchea","Malbranchea gypsea",NA,"Malbranchea","13","Saprotroph","Undefined Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:1256688"
"OTU1606","Fungi","Ascomycota","Orbiliomycetes","Orbiliales",NA,NA,NA,"-","-","-","-","-","-","-","Unassigned","-"
"OTU2789","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales",NA,NA,NA,"-","-","-","-","-","-","-","Unassigned","-"
"OTU1867","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Acremonium","Acremonium chrysogenum",NA,"Acremonium","13","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Endophyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph","Possible","Microfungus","Soft Rot","Endophyte detection method-culture (Hanada et al. 2010, Del Olmo-Ruiz & Arnold 2014); Likely opportunistic human pathogen (Irinyi et al. 2015)","Duncan CG, Eslyn WE. 1966. Mycologia 58:642-64; Nilsson T. 1973. Studies on wood degradation and cellulolytic activity of microfungi. No. 104; Worrall JJ, et al. 1997. Mycologia 89: 199-219; Hanada RE, et al. 2010. Fungal Biology 114:901-910; Del Olmo-Ruiz M, Arnold AE. 2014. Mycologia 106:8-21; Tedersoo L, et al. 2014. Science 346:1256688; Irinyi L, et al. 2015. Medical Mycology 53:313-337"
"OTU1947","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella alpina","Mortierellaceae","9","Saprotroph-Symbiotroph","Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph","Possible","Microfungus","NULL","Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Purahong W, et al. 2016. Molecular Ecology 25:4059-4074"
"OTU1965","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae",NA,NA,"Chaetomiaceae","9","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Dung Saprotroph-Endophyte-Epiphyte-Plant Saprotroph-Wood Saprotroph","Possible","Microfungus","Soft Rot","Saprobic, acting as key decay organisms of plant materials and plant-derived commodities (Cannon & Kirk 2007); Epiphyte detection method-culture (Massimo et al. 2015); Endophyte detection method-culture (Busby et al. 2016, David et al. 2016); Likely opportunistic human pathogen (Irinyi et al. 2015)","Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Bills GF, et al. 2013. Current Opinion in microbiology, 16:549-565; Tedersoo L, et al. 2014. Science 346:1256688; Irinyi L, et al. 2015. Medical Mycology 53:313-337; Massimo NC, et al. 2015. Microbial Ecology 70:61-76; Busby PE, et al. 2016. New Phytologist 209:1681-1692; David AS, et al. 2016. Microbial Ecology 71:912-926"
"OTU1611","Fungi","Ascomycota","Sordariomycetes","Sordariales","Cordana","Cordana inaequalis",NA,"Cordana","13","Pathotroph-Saprotroph","NULL","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:1256688"
"OTU1634","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA,"Hypocreales","7","Saprotroph","Undefined Saprotroph","Possible","Microfungus","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158"
"OTU1671","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA,"Tremellales","7","Pathotroph-Saprotroph-Symbiotroph","Fungal Parasite-Undefined Saprotroph","Possible","Tremelloid-Yeast","NULL","The order contains both teleomorphic and anamorphic species, most of the latter being yeasts","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158"
"OTU1996","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA,"Saccharomycetales","7","Saprotroph","Undefined Saprotroph","Possible","Yeast","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158"
"OTU2912","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA,"Saccharomycetales","7","Saprotroph","Undefined Saprotroph","Possible","Yeast","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158"
"OTU3153","Fungi","Zoopagomycota","Zoopagomycetes","Zoopagales","Piptocephalidaceae","Syncephalis",NA,"Syncephalis","13","Pathotroph","Fungal Parasite","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:1256688"
"OTU1650","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales",NA,NA,NA,"-","-","-","-","-","-","-","Unassigned","-"
"OTU1915","Fungi","Ascomycota","Lecanoromycetes",NA,NA,NA,NA,"-","-","-","-","-","-","-","Unassigned","-"
"OTU2206","Fungi","Blastocladiomycota","Blastocladiomycetes","Blastocladiales",NA,NA,NA,"-","-","-","-","-","-","-","Unassigned","-"
"OTU2241","Viridiplantae","Anthophyta","Eudicotyledonae","Solanales","Solanaceae","Solanum","Solanum inaequiradians","-","-","-","-","-","-","-","Unassigned","-"
"OTU1382","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","Entoloma pleopodium","Entoloma","13","Pathotroph-Saprotroph-Symbiotroph","Ectomycorrhizal-Fungal Parasite-Soil Saprotroph-Undefined Saprotroph","Possible","Agaricoid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 (ECM/(not ECM); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 (sensu stricto); http://mycorrhizas.info/ecmf.html (ECM/(not ECM)"
"OTU1614","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Ophidiomyces","Ophidiomyces ophiicola","Ophidiomyces","13","Saprotroph","Undefined Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:1256688"
"OTU1618","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae",NA,NA,"Agaricaceae","9","Saprotroph","Undefined Saprotroph","Probable","Agaricoid-Gasteroid-Secotioid","NULL","Primarily saprobes in grassland and woodland situations (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge"
"OTU1651","Fungi","Blastocladiomycota","Blastocladiomycetes","Blastocladiales","Blastocladiaceae","Allomyces","Allomyces anomalus","Allomyces","13","Saprotroph","Undefined Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:1256688"
"OTU1719","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Cephalotrichum","Cephalotrichum stemonitis","Cephalotrichum","13","Saprotroph","Undefined Saprotroph","Probable","NULL","NULL","NULL","http://www.apsnet.org/publications/commonnames/Pages/default.aspx"
"OTU2089","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA,"Glomeraceae","9","Symbiotroph","Arbuscular Mycorrhizal","Highly Probable","NULL","NULL","NULL","Redecker D, et al. 2013. Mycorrhiza 23:515-531"
"OTU2963","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA,"Hypocreales","7","Saprotroph","Undefined Saprotroph","Possible","Microfungus","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158"
"OTU1909","Fungi","Aphelidiomycota","Aphelidiomycetes",NA,NA,NA,NA,"-","-","-","-","-","-","-","Unassigned","-"
"OTU1715","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Schwanniomyces",NA,"Saccharomycetales","7","Saprotroph","Undefined Saprotroph","Possible","Yeast","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158"
"OTU1859","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA,"Hypocreales","7","Saprotroph","Undefined Saprotroph","Possible","Microfungus","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158"
"OTU1972","Fungi","Glomeromycota","Paraglomeromycetes","Paraglomerales",NA,NA,NA,"Paraglomerales","7","Symbiotroph","Arbuscular Mycorrhizal","Highly Probable","NULL","NULL","NULL","Redecker D, et al. 2013. Mycorrhiza 23:515-531"
"OTU2087","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA,"Glomeraceae","9","Symbiotroph","Arbuscular Mycorrhizal","Highly Probable","NULL","NULL","NULL","Redecker D, et al. 2013. Mycorrhiza 23:515-531"
"OTU3205","Fungi","Ascomycota","Sordariomycetes","Sordariales","Conlarium",NA,NA,"Conlarium","13","Saprotroph","Undefined Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:1256688"
"OTU1766","Fungi","Basidiomycota","Agaricomycetes","Russulales",NA,NA,NA,"-","-","-","-","-","-","-","Unassigned","-"
"OTU2146","Fungi",NA,NA,NA,NA,NA,NA,"-","-","-","-","-","-","-","Unassigned","-"
"OTU2546","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA,"Hypocreales","7","Saprotroph","Undefined Saprotroph","Possible","Microfungus","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158"
